behavior_id,customer_id,behavior_date,behavior_type,product_id,session_duration,pages_viewed,cart_value
1138,1458,2025-08-29T02:59:56.981249,add_to_cart,113.0,539,2,271.93
1139,169,2026-01-30T14:41:13.979978,purchase,188.0,662,5,333.47
1140,14,2026-04-29T08:58:21.259979,purchase,116.0,760,8,419.35
1141,1335,2025-07-26T13:44:10.574322,review,153.0,534,9,257.04
1142,1190,2025-08-17T04:26:35.797164,search,151.0,194,13,285.98
1143,1900,2025-09-07T06:28:42.911662,view,83.0,591,11,227.9
1144,1038,2026-01-08T08:13:57.605064,search,79.0,418,12,44.85
1145,263,2025-07-13T14:23:04.867269,view,23.0,118,7,442.05
1146,453,2026-04-15T15:38:11.455415,view,173.0,394,9,263.64
1147,57,2026-01-19T15:09:17.070377,view,140.0,271,8,271.35
1148,1188,2025-07-18T17:32:29.195384,purchase,28.0,192,13,199.1
1149,494,2026-05-24T02:14:56.504883,view,67.0,833,1,314.76
1150,774,2025-10-02T12:09:25.963470,purchase,156.0,491,5,388.52
1151,712,2025-09-06T21:25:17.981670,view,16.0,120,10,422.52
1152,127,2026-01-11T13:13:44.838545,wishlist,152.0,59,4,427.26
1153,559,2026-04-29T20:49:26.186722,wishlist,193.0,578,5,33.69
1154,246,2025-12-22T12:44:19.879938,purchase,150.0,189,15,373.58
1155,1543,2025-11-17T02:53:55.141171,view,100.0,602,5,179.06
1156,1433,2026-02-26T23:21:19.003016,view,196.0,582,6,434.11
1157,749,2026-03-26T10:35:59.798543,purchase,116.0,306,6,243.44
1158,570,2025-12-19T04:47:12.890503,search,129.0,685,14,334.79
1159,1262,2025-08-30T01:15:17.538299,wishlist,114.0,7,6,468.84
1160,1636,2026-01-06T01:58:34.044519,purchase,150.0,248,10,101.43
1161,1202,2026-05-05T10:52:10.732261,review,166.0,635,14,195.87
1162,1822,2026-02-17T22:30:50.686794,purchase,197.0,318,9,428.02
1163,528,2025-07-12T21:49:29.874175,wishlist,130.0,594,3,51.67
1164,1938,2025-12-06T06:18:30.545151,add_to_cart,4.0,446,6,431.66
1165,854,2026-05-29T23:13:18.606811,view,67.0,470,5,439.59
1166,1889,2026-02-26T00:11:31.212390,review,41.0,544,13,33.64
1167,79,2026-03-05T15:20:54.363950,view,52.0,74,13,366.42
1168,1677,2025-12-08T15:07:18.770206,add_to_cart,189.0,9,4,42.12
1169,1384,2026-05-25T00:52:18.550869,search,36.0,153,12,212.69
1170,230,2025-09-29T09:03:53.652446,add_to_cart,130.0,822,11,423.84
1171,910,2026-06-27T09:14:00.172857,purchase,34.0,561,7,200.64
1172,1563,2026-06-09T22:20:27.072231,add_to_cart,71.0,226,8,177.51
1173,1387,2025-07-24T11:30:08.916872,add_to_cart,184.0,843,10,300.73
1174,1671,2025-08-29T23:01:53.333967,review,194.0,736,4,448.79
1175,1535,2026-03-12T12:29:08.369524,review,27.0,404,9,309.84
1176,886,2026-01-02T06:03:35.105412,review,179.0,640,10,434.33
1177,1832,2025-12-03T15:32:58.209479,view,14.0,290,12,99.99
1178,1406,2025-12-19T04:35:06.533469,add_to_cart,169.0,686,13,111.06
1179,1335,2026-04-24T15:20:58.234036,review,178.0,425,7,392.73
1180,1180,2025-12-15T16:19:28.135908,review,26.0,789,5,40.02
1181,981,2025-09-29T15:07:26.162596,search,187.0,754,1,131.41
1182,688,2026-02-14T04:43:41.165972,search,194.0,518,5,376.2
1183,362,2026-01-28T23:21:56.930155,view,130.0,383,4,265.29
1184,1316,2025-11-04T01:34:11.208898,wishlist,168.0,318,9,283.79
1185,1882,2026-05-22T16:44:14.425987,view,93.0,291,9,351.19
1186,64,2026-03-11T04:29:57.532686,purchase,100.0,264,13,416.74
1187,1717,2026-03-18T07:25:46.322841,view,33.0,378,7,30.69
1188,903,2026-02-21T04:18:50.197536,review,135.0,420,1,442.99
1189,1576,2025-12-09T09:10:51.339145,search,35.0,543,11,312.95
1190,1274,2026-05-07T14:09:13.345541,wishlist,10.0,265,10,91.97
1191,380,2026-01-19T08:05:03.790721,add_to_cart,63.0,230,9,326.68
1192,1236,2026-02-06T19:54:19.785597,wishlist,91.0,816,3,494.11
1193,157,2025-08-15T16:14:42.870468,search,165.0,129,13,11.11
1194,96,2025-10-16T01:23:46.225829,wishlist,77.0,863,10,216.35
1195,138,2026-03-24T03:01:50.139259,add_to_cart,192.0,571,12,233.93
1196,110,2025-09-07T00:53:49.382800,add_to_cart,84.0,541,1,235.95
1197,720,2026-05-19T12:16:22.230989,wishlist,86.0,420,3,182.84
1198,1415,2026-01-07T08:18:53.524982,add_to_cart,74.0,161,14,322.58
1199,1619,2026-02-01T17:26:36.271787,review,40.0,663,7,181.56
1200,425,2026-01-29T02:13:28.898238,view,145.0,363,13,7.52
1201,616,2025-10-02T08:16:23.870650,add_to_cart,94.0,232,12,4.4
1202,802,2026-06-12T14:21:10.617262,review,99.0,259,2,409.46
1203,361,2026-05-23T03:59:47.269649,review,85.0,213,9,417.56
1204,116,2026-03-10T01:37:36.431292,review,98.0,643,9,425.4
1205,380,2025-10-14T09:58:57.203446,add_to_cart,100.0,163,6,468.51
1206,1231,2025-08-28T00:50:50.750434,search,37.0,61,12,351.16
1207,1323,2026-06-01T15:28:14.971587,view,33.0,40,15,126.97
1208,1008,2025-10-11T11:59:52.724940,wishlist,62.0,13,6,42.38
1209,640,2026-04-23T08:25:18.676333,purchase,9.0,697,3,365.17
1210,271,2026-01-23T14:05:51.514906,purchase,125.0,6,1,435.95
1211,1398,2025-12-24T03:30:12.871342,review,109.0,576,5,408.71
1212,990,2026-02-20T22:54:45.739472,view,16.0,432,15,364.06
1213,805,2025-12-02T01:12:10.964807,search,198.0,775,5,469.09
1214,1794,2025-12-03T07:18:08.161785,wishlist,32.0,166,7,375.81
1215,1574,2025-08-20T16:23:20.682077,search,126.0,293,2,30.52
1216,151,2026-01-17T17:37:59.469695,add_to_cart,42.0,203,9,220.44
1217,1762,2025-12-22T09:27:10.994650,view,50.0,889,5,435.05
1218,532,2026-04-04T15:41:24.612571,add_to_cart,138.0,534,7,324.04
1219,1667,2025-08-09T07:36:48.760565,wishlist,89.0,478,12,366.84
1220,1083,2025-07-13T13:56:29.783615,view,30.0,80,12,57.86
1221,1472,2026-01-31T15:07:01.945160,search,45.0,723,14,165.79
1222,416,2025-07-28T00:31:42.007643,purchase,176.0,635,13,258.05
1223,1986,2026-05-10T04:02:22.858788,search,128.0,837,13,442.96
1224,1231,2025-12-26T17:12:09.272379,purchase,142.0,428,3,1.93
1225,1687,2025-12-14T23:51:02.529851,purchase,100.0,482,3,10.32
1226,1489,2026-06-05T00:58:19.082955,wishlist,43.0,58,7,25.24
1227,213,2025-12-12T15:23:32.937390,wishlist,167.0,390,5,324.96
1228,1189,2025-10-31T14:49:27.953425,add_to_cart,48.0,436,13,273.48
1229,1082,2026-03-07T07:08:13.044958,view,102.0,876,14,46.76
1230,1998,2026-04-25T06:13:50.595103,review,44.0,369,1,410.33
1231,1582,2026-05-27T16:30:20.478681,view,136.0,108,3,70.05
1232,1367,2026-02-13T08:58:41.493709,review,135.0,224,10,449.6
1233,1585,2026-06-30T23:40:08.929998,view,29.0,104,12,203.4
1234,1936,2025-11-04T04:15:46.269900,wishlist,183.0,885,10,228.76
1235,1240,2025-09-04T11:09:52.777504,wishlist,188.0,159,5,383.33
1236,429,2025-07-21T19:05:54.298403,view,186.0,287,15,96.74
1237,456,2025-10-11T01:32:28.455740,review,15.0,563,1,469.87
1238,1414,2026-03-01T17:01:43.096650,wishlist,199.0,716,2,460.23
1239,1336,2026-01-21T17:20:19.884873,view,103.0,224,6,477.99
1240,472,2026-04-28T17:30:27.445666,add_to_cart,163.0,285,3,248.76
1241,216,2025-08-01T09:08:11.670278,purchase,142.0,513,2,117.76
1242,1182,2025-11-23T16:18:57.445911,search,177.0,830,10,458.2
1243,247,2026-01-03T12:00:45.628522,review,,378,1,69.86
1244,1670,2026-03-10T22:23:44.252879,wishlist,73.0,674,2,327.22
1245,1630,2026-05-17T07:31:48.551113,view,191.0,273,4,491.37
1246,827,2026-06-16T18:45:22.590727,view,125.0,206,4,344.44
1247,27,2026-06-13T11:36:07.884296,search,90.0,431,1,212.72
1248,1612,2026-03-01T21:04:56.610979,add_to_cart,122.0,77,14,394.67
1249,793,2025-09-28T04:17:38.085572,view,155.0,361,1,284.13
1250,1713,2025-12-27T13:04:54.097734,add_to_cart,166.0,138,1,267.09
1251,1558,2026-04-23T05:44:45.883453,add_to_cart,115.0,594,15,109.49
1252,1633,2025-09-06T08:36:08.807738,search,161.0,305,1,13.09
1253,1789,2026-05-07T17:57:40.024558,search,10.0,235,8,317.67
1254,508,2026-04-23T19:23:42.831193,search,197.0,426,13,408.69
1255,886,2025-07-16T12:47:16.231748,purchase,13.0,776,13,62.06
1256,462,2026-06-15T08:24:31.686109,search,186.0,753,14,59.17
1257,777,2025-11-08T21:32:45.591242,search,101.0,266,7,19.81
1258,1567,2026-03-16T15:31:32.698963,add_to_cart,53.0,431,14,487.22
1259,132,2025-08-19T08:05:03.145901,view,157.0,140,13,365.56
1260,1963,2026-04-14T01:15:35.810099,purchase,179.0,321,2,56.18
1261,1374,2026-03-18T00:49:49.198327,review,172.0,574,13,188.85
1262,1485,2025-08-02T06:52:39.483881,purchase,70.0,803,10,472.48
1263,1245,2026-06-10T13:31:07.567077,review,77.0,205,5,27.07
1264,613,2025-07-17T05:34:06.986825,view,130.0,227,15,446.67
1265,1579,2026-02-09T17:43:54.169066,search,76.0,627,10,9.92
1266,900,2026-02-11T15:34:31.529763,search,65.0,642,11,367.49
1267,333,2025-09-07T22:43:12.684080,purchase,55.0,656,5,24.8
1268,1788,2026-05-16T19:12:46.596730,purchase,61.0,174,9,114.0
1269,641,2026-01-14T15:40:58.748108,view,200.0,265,14,291.83
1270,1192,2026-06-30T10:32:46.547971,purchase,188.0,303,7,143.02
1271,254,2026-04-29T16:43:53.276881,review,47.0,609,14,126.4
1272,1257,2026-01-13T02:15:27.812667,purchase,183.0,151,3,82.68
1273,581,2026-06-19T13:41:38.107462,search,160.0,250,8,316.51
1274,672,2025-08-09T11:21:25.700969,search,84.0,254,5,94.63
1275,1856,2026-03-13T00:16:15.098178,search,56.0,716,7,435.99
1276,99,2025-08-10T13:19:44.231421,add_to_cart,34.0,685,4,367.2
1277,373,2025-09-13T13:41:43.230313,add_to_cart,49.0,284,11,473.65
1278,1528,2025-11-02T08:01:43.945662,search,93.0,166,14,142.98
1279,1183,2026-01-12T00:38:40.746609,purchase,80.0,450,12,156.14
1280,1020,2025-12-19T04:29:59.314533,review,21.0,864,14,125.2
1281,1159,2026-05-19T02:22:40.409857,wishlist,79.0,170,6,371.61
1282,1994,2025-08-06T09:16:12.653303,search,18.0,868,11,223.07
1283,1823,2026-05-28T13:42:38.524998,purchase,37.0,398,13,12.61
1284,115,2025-08-08T20:12:04.903769,wishlist,105.0,259,15,349.47
1285,74,2025-07-27T06:55:17.085465,purchase,5.0,420,9,22.72
1286,1685,2026-03-13T13:01:25.770300,add_to_cart,74.0,12,10,480.93
1287,746,2026-03-25T08:59:40.055284,view,175.0,176,1,345.12
1288,667,2026-05-09T11:01:41.928412,review,114.0,400,1,73.11
1289,1214,2026-02-03T02:59:25.030015,add_to_cart,136.0,819,4,318.64
1290,1787,2026-01-08T22:20:26.787188,wishlist,32.0,604,11,480.65
1291,1074,2026-02-13T03:27:56.297841,add_to_cart,141.0,225,5,332.88
1292,1792,2026-02-13T16:57:19.403365,purchase,78.0,623,15,224.67
1293,125,2026-06-06T18:18:55.197266,purchase,150.0,141,13,140.69
1294,301,2025-09-26T14:45:03.501205,add_to_cart,170.0,205,12,7.93
1295,1930,2026-03-03T06:17:12.797634,view,86.0,900,4,266.97
1296,553,2025-10-31T20:12:17.254480,review,6.0,50,5,256.89
1297,30,2025-11-02T02:54:35.040052,add_to_cart,185.0,873,11,324.36
1298,188,2025-10-14T19:31:11.723956,add_to_cart,79.0,38,14,51.75
1299,1892,2025-11-25T22:41:54.915918,review,34.0,892,11,363.67
1300,1652,2026-06-10T06:24:58.247056,review,102.0,896,10,371.69
1301,1212,2026-02-17T13:23:22.260455,purchase,131.0,289,8,350.78
1302,1499,2025-11-23T12:02:15.983541,view,22.0,848,12,5.73
1303,689,2026-05-04T06:13:33.704258,search,156.0,360,7,272.53
1304,834,2026-05-27T18:57:00.330085,wishlist,74.0,759,14,386.34
1305,1499,2026-03-27T00:47:58.402275,search,166.0,23,1,404.07
1306,1871,2025-07-23T10:01:00.588337,add_to_cart,179.0,229,2,313.59
1307,1976,2025-09-13T17:21:21.008534,view,83.0,546,3,251.28
1308,697,2025-12-15T05:03:14.617315,wishlist,99.0,574,8,54.97
1309,633,2025-11-25T22:39:27.650964,add_to_cart,152.0,529,5,390.89
1310,156,2025-12-23T04:35:06.287066,purchase,174.0,311,12,197.47
1311,1824,2026-05-19T22:46:04.565712,search,56.0,494,3,246.99
1312,709,2026-06-26T16:10:28.093940,wishlist,194.0,532,4,243.65
1313,497,2025-11-08T19:38:58.026056,search,134.0,795,14,466.92
1314,644,2026-06-11T15:34:54.066524,purchase,151.0,821,13,465.2
1315,234,2026-04-29T08:33:10.113964,review,105.0,197,8,127.04
1316,582,2026-01-11T09:28:53.638853,view,70.0,737,14,92.33
1317,1567,2025-11-04T03:04:47.045005,review,68.0,673,12,386.74
1318,1119,2026-03-16T22:24:25.066495,search,78.0,204,3,263.05
1319,736,2026-05-04T21:03:44.015730,search,174.0,423,4,415.92
1320,1987,2026-03-22T10:06:14.721024,wishlist,153.0,508,3,197.81
1321,1094,2026-06-14T16:04:23.892424,wishlist,36.0,491,10,51.39
1322,950,2026-04-20T06:04:22.284058,add_to_cart,150.0,41,15,321.71
1323,833,2026-01-02T22:55:13.075438,purchase,82.0,39,1,257.34
1324,1205,2026-05-22T00:56:36.400289,purchase,98.0,415,15,25.56
1325,560,2025-09-26T19:46:28.787129,wishlist,159.0,373,4,197.85
1326,1602,2026-04-13T17:20:38.412377,add_to_cart,50.0,562,8,333.89
1327,1009,2026-01-14T10:14:44.165901,wishlist,165.0,899,9,9.23
1328,1928,2025-12-03T01:47:01.162160,purchase,117.0,608,10,411.85
1329,1888,2025-10-20T07:33:05.021201,wishlist,86.0,225,12,467.84
1330,1927,2026-05-08T03:46:25.998552,review,156.0,200,4,271.39
1331,551,2025-10-24T18:25:35.130177,view,123.0,459,3,263.75
1332,666,2025-10-10T16:11:12.045587,purchase,50.0,126,10,356.48
1333,923,2026-04-15T05:41:11.395525,add_to_cart,148.0,328,6,162.1
1334,1370,2025-11-12T22:45:09.278811,review,112.0,282,9,104.95
1335,1274,2025-11-16T05:51:52.228146,search,168.0,367,9,396.72
1336,1324,2025-11-11T04:24:30.624918,wishlist,133.0,226,1,6.36
1337,1702,2025-09-25T07:03:04.433523,view,59.0,504,1,283.03
1338,1381,2025-07-28T15:41:46.985015,review,97.0,570,11,278.37
1339,1143,2025-07-22T04:37:12.505624,wishlist,27.0,557,13,436.8
1340,233,2025-08-24T19:07:45.957304,wishlist,62.0,306,14,217.99
1341,1002,2025-12-02T23:29:25.957639,wishlist,34.0,496,4,389.82
1342,334,2025-12-09T10:34:52.898929,review,200.0,153,3,246.55
1343,77,2026-01-26T05:04:40.222878,view,145.0,736,8,237.72
1344,1941,2026-03-20T13:54:08.780480,add_to_cart,25.0,531,7,49.52
1345,674,2025-10-27T07:27:03.869553,wishlist,39.0,609,8,28.34
1346,703,2026-06-13T15:53:29.006228,add_to_cart,190.0,346,5,447.62
1347,210,2025-12-26T10:07:41.057225,add_to_cart,,87,9,418.15
1348,1733,2025-12-15T11:50:42.614744,view,41.0,653,14,221.97
1349,1315,2025-08-01T00:19:00.854823,add_to_cart,102.0,733,13,370.52
1350,1573,2026-01-13T07:31:57.349138,search,185.0,731,2,93.62
1351,51,2026-06-22T17:04:21.624834,purchase,47.0,92,3,256.62
1352,1456,2025-09-08T09:48:31.237703,view,7.0,821,3,136.79
1353,778,2025-11-19T08:28:31.080191,search,120.0,803,9,448.18
1354,225,2025-08-23T03:44:20.824088,review,112.0,210,1,100.49
1355,275,2025-08-10T20:08:11.943003,purchase,107.0,623,13,356.55
1356,1789,2025-12-01T05:42:35.778636,view,112.0,496,5,273.51
1357,1401,2025-09-18T04:52:09.190883,review,163.0,218,3,193.34
1358,1942,2026-02-13T13:50:33.752754,search,76.0,345,3,335.41
1359,1580,2026-01-03T03:51:05.671437,review,151.0,849,2,285.13
1360,500,2025-10-05T12:19:20.993428,review,101.0,853,1,482.29
1361,493,2025-12-18T01:07:49.670329,add_to_cart,104.0,866,4,492.45
1362,884,2025-07-09T16:53:59.577481,wishlist,109.0,696,3,111.57
1363,72,2026-03-06T17:38:20.214367,wishlist,153.0,802,5,250.03
1364,1621,2026-03-26T08:02:28.623562,view,9.0,280,5,353.0
1365,523,2025-11-05T01:18:08.436832,wishlist,68.0,200,12,51.66
1366,147,2026-02-27T07:50:52.729257,wishlist,80.0,849,3,282.09
1367,455,2026-05-01T06:19:07.865971,purchase,146.0,417,9,39.04
1368,828,2025-12-05T11:40:33.270246,purchase,81.0,275,13,381.14
1369,1309,2026-05-16T22:44:47.375805,add_to_cart,169.0,463,2,240.48
1370,190,2025-10-17T08:25:09.184510,add_to_cart,137.0,788,11,122.83
1371,773,2026-02-02T03:08:19.392256,wishlist,81.0,462,6,80.98
1372,1380,2025-09-06T21:00:31.232452,add_to_cart,179.0,689,8,170.78
1373,1126,2026-04-25T03:39:45.289815,purchase,190.0,205,15,388.46
1374,487,2025-11-14T21:27:41.022940,wishlist,9.0,680,10,274.43
1375,1753,2025-11-04T00:52:52.754383,wishlist,104.0,793,9,213.29
1376,1973,2026-04-15T21:09:38.449681,purchase,163.0,194,4,117.4
1377,1516,2026-05-20T15:04:37.228431,wishlist,42.0,343,6,371.41
1378,962,2025-09-13T06:56:51.269685,wishlist,167.0,104,13,481.4
1379,1069,2026-04-28T20:45:46.429168,add_to_cart,194.0,105,13,298.51
1380,988,2026-05-17T08:53:07.244680,add_to_cart,68.0,624,11,17.77
1381,1268,2025-08-29T13:43:43.607470,wishlist,146.0,391,1,81.67
1382,77,2025-07-16T19:42:05.239350,review,107.0,738,14,238.85
1383,532,2026-05-13T23:16:25.890852,view,7.0,124,6,445.16
1384,676,2025-09-12T22:27:44.103148,view,76.0,157,14,90.71
1385,572,2026-06-27T15:56:29.790027,search,72.0,502,15,169.25
1386,587,2026-03-31T11:05:55.305521,search,194.0,539,10,170.86
1387,1479,2026-06-01T10:48:07.553472,purchase,73.0,848,15,417.46
1388,959,2026-03-26T11:55:50.767017,wishlist,7.0,35,5,82.13
1389,1715,2025-08-24T22:57:24.735780,wishlist,20.0,314,3,293.07
1390,1377,2026-05-24T00:23:54.611519,search,118.0,805,13,25.39
1391,1302,2026-04-04T12:17:51.871671,wishlist,27.0,896,2,408.79
1392,1549,2025-10-17T04:18:29.400587,search,106.0,244,3,373.81
1393,54,2026-02-15T21:02:56.282084,review,90.0,96,1,306.39
1394,117,2025-08-13T13:39:22.033423,wishlist,118.0,75,6,216.73
1395,450,2026-04-04T23:50:03.094913,add_to_cart,130.0,827,12,363.96
1396,1036,2025-10-28T11:00:26.162038,search,34.0,552,7,440.41
1397,634,2025-07-19T09:18:46.458904,add_to_cart,153.0,274,7,319.25
1398,1317,2025-07-23T14:02:47.983987,review,174.0,763,14,280.08
1399,342,2026-05-08T08:47:40.816859,review,19.0,638,5,114.41
1400,631,2026-03-08T12:45:55.148087,review,191.0,389,1,253.09
1401,1799,2026-01-30T22:02:10.443869,wishlist,144.0,607,8,416.69
1402,321,2025-08-17T13:44:55.814720,wishlist,8.0,755,14,99.54
1403,1039,2026-03-05T06:35:56.059967,wishlist,10.0,215,14,171.22
1404,392,2026-03-08T21:02:27.271586,review,70.0,71,5,53.4
1405,540,2026-02-06T09:55:37.008144,purchase,147.0,848,7,60.89
1406,88,2025-07-28T16:44:30.718848,search,35.0,371,4,296.18
1407,541,2026-01-29T18:45:35.185848,view,81.0,305,14,142.81
1408,1120,2025-07-20T22:24:28.356148,wishlist,48.0,28,11,200.2
1409,644,2025-12-14T12:45:44.129022,view,7.0,166,2,21.12
1410,1094,2025-12-29T12:12:35.141672,review,198.0,151,12,128.51
1411,669,2026-03-28T17:16:13.579012,view,114.0,700,7,82.46
1412,492,2026-02-19T00:23:35.085412,wishlist,141.0,725,13,238.11
1413,1735,2026-06-02T13:34:19.759631,review,50.0,444,2,158.23
1414,685,2026-01-29T08:27:51.939033,view,73.0,195,14,447.85
1415,721,2026-06-09T16:34:02.931756,search,22.0,218,6,434.51
1416,1147,2025-09-18T03:49:15.663334,wishlist,183.0,786,10,192.97
1417,719,2025-10-22T04:04:47.083632,wishlist,122.0,535,14,71.76
1418,1989,2025-11-18T07:49:03.377790,review,29.0,843,7,36.29
1419,969,2025-08-10T12:48:03.344788,review,122.0,444,10,80.82
1420,291,2025-07-08T09:03:05.851306,review,97.0,529,11,233.97
1421,172,2026-03-24T13:37:15.028514,purchase,127.0,70,9,149.35
1422,1465,2026-05-25T22:37:42.117776,review,110.0,898,3,180.37
1423,1458,2026-05-08T03:35:49.068469,search,48.0,642,3,130.47
1424,1391,2025-12-18T00:53:58.013140,add_to_cart,70.0,776,11,82.54
1425,54,2026-03-12T14:34:00.555743,purchase,154.0,634,14,41.74
1426,64,2025-09-08T20:19:29.590447,review,152.0,238,5,166.4
1427,930,2025-10-22T07:19:05.794290,review,189.0,504,9,190.91
1428,295,2025-07-29T11:53:14.551637,add_to_cart,84.0,657,9,196.65
1429,770,2026-04-07T02:08:36.579233,search,5.0,547,7,325.78
1430,79,2026-02-02T04:06:19.590319,review,74.0,710,1,104.05
1431,812,2026-02-13T14:13:28.806119,view,5.0,341,2,91.39
1432,924,2026-04-22T09:38:44.421872,add_to_cart,58.0,500,9,55.69
1433,49,2026-03-26T16:11:48.399683,add_to_cart,140.0,819,1,209.91
1434,1819,2026-02-26T05:11:40.275791,purchase,55.0,219,8,60.1
1435,1288,2026-04-12T11:03:47.117967,wishlist,3.0,708,6,76.67
1436,557,2025-12-22T08:37:31.928603,purchase,101.0,669,5,260.57
1437,174,2025-08-27T09:29:04.753810,add_to_cart,2.0,423,7,323.77
1438,930,2026-06-20T05:32:03.152602,wishlist,172.0,886,1,159.49
1439,919,2025-10-13T20:15:35.131533,view,147.0,415,2,281.59
1440,1116,2026-06-05T08:40:47.636303,add_to_cart,65.0,625,8,165.19
1441,1255,2025-12-14T04:53:39.887286,review,128.0,7,1,28.68
1442,1729,2025-09-20T11:29:19.793380,review,6.0,383,3,97.84
1443,1917,2025-07-06T20:59:46.088334,add_to_cart,132.0,497,7,255.52
1444,242,2026-05-27T12:27:05.028797,wishlist,106.0,310,10,63.38
1445,818,2025-08-28T19:21:36.959178,wishlist,166.0,84,5,82.09
1446,5,2026-06-12T14:11:30.995421,review,5.0,483,4,307.58
1447,1011,2026-03-31T14:01:47.385300,purchase,133.0,294,13,395.41
1448,1020,2025-12-30T12:41:41.076506,purchase,24.0,59,11,314.96
1449,77,2026-01-24T17:02:13.704791,add_to_cart,181.0,25,12,235.87
1450,229,2025-08-01T22:07:27.352510,add_to_cart,171.0,364,7,258.69
1451,573,2026-02-05T03:44:34.065935,search,5.0,873,4,83.57
1452,1448,2026-03-11T08:33:52.528105,search,159.0,195,2,100.51
1453,1203,2025-08-24T22:34:15.275820,add_to_cart,29.0,558,11,187.34
1454,1786,2026-02-11T15:37:13.448806,wishlist,101.0,290,15,207.01
1455,430,2025-07-16T08:32:05.081528,view,25.0,310,2,105.93
1456,28,2026-04-25T16:52:25.236156,wishlist,122.0,640,15,317.2
1457,1561,2025-11-30T20:20:05.204250,wishlist,189.0,57,5,158.31
1458,794,2026-01-09T12:18:47.076154,wishlist,3.0,465,7,357.74
1459,1680,2025-10-06T12:52:14.439803,view,173.0,528,15,265.87
1460,186,2026-05-11T22:20:10.706969,review,145.0,371,12,234.29
1461,223,2025-10-20T06:53:43.394953,purchase,41.0,233,4,434.3
1462,782,2026-01-16T19:26:35.310240,view,68.0,227,10,407.56
1463,1682,2026-06-17T23:33:20.897406,review,164.0,794,2,232.38
1464,1471,2025-10-24T02:31:25.786434,wishlist,115.0,898,11,253.16
1465,736,2026-03-04T17:01:34.560196,view,29.0,746,14,158.89
1466,1997,2026-06-11T20:55:44.808790,search,77.0,18,15,71.39
1467,865,2025-09-13T19:56:28.265702,view,38.0,766,11,247.66
1468,1586,2026-06-29T06:40:20.127489,wishlist,69.0,562,11,291.37
1469,422,2026-01-09T11:49:00.476931,wishlist,123.0,657,7,483.99
1470,1158,2026-03-29T12:53:57.505915,view,150.0,249,9,92.5
1471,1094,2025-09-14T14:28:20.650213,view,197.0,370,12,489.9
1472,76,2025-08-07T00:49:06.257129,search,69.0,478,4,451.81
1473,627,2026-05-20T03:12:49.977965,view,57.0,608,14,90.77
1474,1107,2025-11-16T18:14:36.783479,review,127.0,826,14,368.89
1475,311,2026-03-29T04:08:31.777266,purchase,144.0,760,13,255.38
1476,1723,2025-09-10T00:30:35.178213,search,100.0,38,13,316.29
1477,1088,2026-01-27T06:54:50.885610,review,137.0,660,10,349.89
1478,1068,2025-12-24T17:41:40.492871,review,135.0,366,5,486.81
1479,548,2025-10-30T22:16:39.208989,purchase,159.0,761,10,114.04
1480,500,2026-04-21T21:54:54.684770,view,157.0,781,12,246.93
1481,1441,2026-06-06T00:35:45.618676,purchase,65.0,408,7,256.26
1482,1054,2025-10-28T05:10:23.723522,wishlist,43.0,761,2,27.05
1483,1762,2025-09-26T02:37:40.468543,wishlist,177.0,546,9,183.88
1484,749,2025-09-19T05:05:40.860452,wishlist,111.0,78,11,245.13
1485,67,2026-06-03T03:42:56.349721,search,136.0,844,6,480.3
1486,1590,2025-08-15T11:44:33.030175,review,72.0,39,5,298.5
1487,1759,2026-04-04T10:54:26.673494,view,1.0,48,1,200.59
1488,346,2026-06-11T14:54:12.770863,review,93.0,624,5,260.05
1489,1742,2025-08-03T13:21:43.768068,review,151.0,314,5,482.84
1490,1694,2025-12-06T12:47:37.233758,view,199.0,53,14,94.58
1491,499,2025-09-11T22:59:33.094680,purchase,175.0,790,1,202.98
1492,1579,2026-05-22T23:37:45.048411,add_to_cart,33.0,774,15,244.61
1493,184,2026-06-28T08:53:03.146726,wishlist,6.0,869,8,396.95
1494,1181,2026-03-27T21:40:20.881688,add_to_cart,97.0,570,6,132.79
1495,69,2026-02-18T14:12:24.530369,add_to_cart,84.0,735,8,490.76
1496,387,2025-07-18T16:08:03.567294,wishlist,180.0,524,13,465.32
1497,1250,2025-10-20T17:39:03.898160,add_to_cart,37.0,780,9,487.77
1498,793,2025-12-10T10:01:00.056726,wishlist,1.0,534,14,214.85
1499,426,2026-05-14T09:14:28.914437,view,57.0,43,1,249.42
1500,845,2026-06-25T19:01:52.450606,search,62.0,241,11,119.45
1501,1703,2025-11-24T04:45:02.524201,view,172.0,883,12,49.86
1502,1097,2026-06-08T08:23:45.766277,purchase,95.0,473,11,227.38
1503,1911,2025-12-14T14:24:59.652221,add_to_cart,41.0,719,2,464.75
1504,1054,2025-10-22T18:34:08.384545,view,110.0,322,12,217.48
1505,876,2025-12-24T21:14:15.973262,search,86.0,665,15,135.34
1506,1703,2025-10-19T06:16:53.729785,wishlist,173.0,644,9,299.96
1507,1007,2026-04-15T20:56:43.591829,add_to_cart,158.0,454,1,456.47
1508,342,2026-06-10T17:31:58.459892,purchase,150.0,245,13,120.62
1509,397,2026-05-02T12:04:04.877970,add_to_cart,38.0,729,10,452.81
1510,1145,2026-04-09T00:24:45.759447,search,195.0,812,9,209.67
1511,1167,2025-08-14T20:38:56.696431,view,96.0,429,15,196.17
1512,261,2025-12-27T15:12:41.107318,purchase,86.0,18,14,167.93
