session_id,customer_id,session_date,duration_seconds,pages_visited,source,device_type,bounce
1222,,2026-01-11T04:57:43.315686,1938,6,paid,tablet,False
1223,229.0,2025-09-25T02:55:10.473614,3137,4,direct,tablet,True
1224,1069.0,2026-01-28T01:06:00.796802,2536,6,email,tablet,False
1225,1824.0,2025-09-07T07:39:57.936527,2667,8,organic,desktop,False
1226,1350.0,2025-08-16T23:36:08.404772,2376,4,direct,desktop,False
1227,273.0,2026-04-04T21:01:00.478965,2863,5,referral,mobile,True
1228,525.0,2026-03-28T18:13:45.788436,2236,14,social,desktop,True
1229,611.0,2025-08-27T08:57:18.360260,3219,17,email,tablet,True
1230,794.0,2025-12-31T22:12:48.068119,2556,2,organic,tablet,False
1231,1778.0,2025-12-05T02:58:49.018057,892,18,email,mobile,True
1232,722.0,2026-05-30T18:06:14.863493,1220,20,referral,desktop,False
1233,1797.0,2026-03-06T05:05:56.471448,2150,9,social,mobile,False
1234,692.0,2026-01-29T22:26:00.421404,3099,11,social,tablet,True
1235,545.0,2025-08-21T23:27:05.313652,2298,1,social,desktop,True
1236,,2025-08-21T20:04:10.180139,1562,9,referral,mobile,False
1237,849.0,2026-03-17T01:49:46.533982,1015,1,paid,tablet,False
1238,145.0,2026-04-23T17:59:52.077520,2383,14,organic,tablet,True
1239,449.0,2026-04-09T15:29:48.946994,1166,15,referral,desktop,False
1240,304.0,2025-12-06T23:28:44.616048,1246,12,organic,tablet,False
1241,902.0,2026-05-24T20:54:30.517388,130,13,social,desktop,True
1242,1653.0,2025-07-24T06:07:01.014960,3300,16,social,mobile,True
1243,571.0,2025-07-16T11:34:36.918123,574,15,direct,tablet,False
1244,778.0,2026-05-12T16:57:26.772451,3380,5,email,tablet,False
1245,1401.0,2026-06-01T22:46:40.777517,857,8,organic,desktop,False
1246,587.0,2026-03-20T22:43:09.236115,3565,11,organic,desktop,False
1247,1239.0,2025-11-14T15:45:59.980922,1084,18,organic,desktop,False
1248,1099.0,2025-09-03T16:49:10.266194,1257,18,paid,mobile,False
1249,1776.0,2025-08-17T23:01:34.503459,1059,4,direct,desktop,False
1250,1918.0,2025-09-25T06:29:07.052387,359,2,email,tablet,False
1251,,2025-10-16T17:28:03.104379,3484,15,email,desktop,True
1252,314.0,2026-05-06T04:37:47.788317,2405,8,referral,mobile,True
1253,1038.0,2026-03-19T23:38:13.160498,3296,15,paid,mobile,True
1254,1841.0,2026-03-16T11:22:14.887868,289,9,social,mobile,True
1255,290.0,2025-12-09T19:31:23.889714,1129,15,paid,mobile,False
1256,1826.0,2025-12-02T06:13:06.955696,1882,15,email,tablet,False
1257,634.0,2025-11-27T06:29:20.140334,1867,6,referral,desktop,False
1258,1826.0,2026-02-11T13:57:24.032125,777,17,email,mobile,False
1259,1907.0,2025-08-04T04:32:04.181045,2262,11,email,mobile,False
1260,27.0,2026-01-04T23:53:35.085362,3575,17,email,mobile,False
1261,231.0,2026-05-09T04:59:19.438960,2605,8,email,desktop,False
1262,254.0,2025-08-26T02:08:15.918967,3302,1,organic,mobile,False
1263,1177.0,2026-06-07T07:27:50.084030,3520,20,direct,mobile,True
1264,299.0,2025-11-24T00:18:02.783402,812,3,paid,mobile,True
1265,1463.0,2025-10-02T04:15:58.399248,2162,1,email,desktop,True
1266,,2026-06-12T07:04:29.036630,3408,8,direct,mobile,True
1267,183.0,2026-01-02T14:43:07.320020,655,15,direct,desktop,False
1268,1222.0,2026-02-23T16:27:40.735171,1145,6,referral,tablet,False
1269,836.0,2026-02-14T20:07:36.548879,2895,16,paid,mobile,False
1270,286.0,2025-12-27T11:04:20.629459,2035,8,email,desktop,True
1271,1215.0,2025-10-13T22:20:43.761422,3123,15,direct,tablet,True
1272,979.0,2025-12-23T22:20:23.639408,188,12,direct,mobile,False
1273,,2026-05-28T21:50:05.266659,929,12,organic,mobile,True
1274,1391.0,2025-12-21T09:01:27.573975,1419,12,referral,tablet,True
1275,1680.0,2025-12-06T00:49:19.477919,61,19,organic,desktop,False
1276,799.0,2025-11-21T11:08:39.322316,2154,11,paid,desktop,False
1277,150.0,2025-12-07T07:28:43.216474,2651,10,organic,tablet,False
1278,1493.0,2025-11-20T21:30:23.746987,1143,20,email,mobile,False
1279,1263.0,2026-06-12T20:05:29.418019,809,14,organic,desktop,False
1280,1256.0,2026-04-25T22:55:36.304753,1580,15,social,tablet,False
1281,1268.0,2026-06-23T07:44:59.365063,3408,11,direct,tablet,False
1282,858.0,2026-03-24T02:08:18.264702,200,10,direct,tablet,False
1283,17.0,2025-09-24T09:51:52.386815,1819,4,social,desktop,True
1284,512.0,2026-03-19T18:39:31.160021,46,7,referral,tablet,False
1285,950.0,2025-08-12T20:12:12.317892,2653,12,direct,desktop,True
1286,1179.0,2026-06-06T00:54:59.637011,3344,1,paid,mobile,False
1287,1549.0,2026-04-11T08:17:04.743718,3385,3,organic,tablet,False
1288,1415.0,2026-04-18T17:02:57.670835,2397,12,paid,tablet,False
1289,1877.0,2026-06-20T00:53:26.359094,3196,12,paid,tablet,True
1290,1777.0,2026-06-03T08:28:49.349700,221,18,direct,mobile,False
1291,,2025-09-21T18:26:33.553437,231,15,email,desktop,True
1292,590.0,2025-10-24T08:47:39.136057,1189,1,email,tablet,False
1293,1198.0,2025-08-26T22:46:30.326306,252,5,email,desktop,False
1294,1282.0,2025-08-15T13:13:31.233245,753,20,referral,mobile,True
1295,842.0,2026-07-04T02:12:01.139808,204,11,direct,desktop,True
1296,1673.0,2025-10-07T14:24:36.975160,2242,16,referral,tablet,False
1297,1385.0,2025-11-12T03:14:11.969942,2466,6,direct,mobile,True
1298,1884.0,2026-03-19T10:58:06.632594,3117,6,referral,desktop,True
1299,280.0,2026-05-20T17:33:45.543695,3590,5,email,tablet,True
1300,1115.0,2025-10-17T18:28:05.495733,2274,5,social,desktop,False
1301,728.0,2026-07-05T15:48:39.412105,155,13,email,mobile,False
1302,763.0,2026-03-15T14:24:33.294205,745,4,referral,tablet,False
1303,1835.0,2025-08-23T19:19:15.153274,1108,20,direct,tablet,False
1304,1342.0,2025-10-25T23:25:56.731829,164,16,organic,mobile,False
1305,,2025-08-09T21:09:46.675145,647,16,email,desktop,False
1306,912.0,2025-07-12T02:44:47.282064,2442,5,social,tablet,False
1307,1456.0,2026-01-31T03:23:11.432710,973,10,direct,mobile,True
1308,924.0,2025-09-14T03:37:08.418478,1022,2,social,tablet,False
1309,1661.0,2026-06-16T01:32:32.119843,1222,20,email,tablet,False
1310,933.0,2025-07-21T19:44:41.393324,3146,18,referral,desktop,False
1311,1380.0,2025-07-25T10:18:58.120001,1148,9,direct,tablet,True
1312,1885.0,2026-05-09T23:20:43.356271,1616,15,organic,mobile,False
1313,,2025-08-11T18:22:00.748772,2885,5,paid,desktop,False
1314,,2026-02-16T22:12:59.766747,319,20,direct,tablet,False
1315,783.0,2026-01-26T21:18:01.999956,541,18,direct,mobile,False
1316,1067.0,2025-12-07T10:55:36.605549,2249,4,referral,desktop,False
1317,809.0,2025-08-02T17:54:17.199238,1649,7,social,mobile,False
1318,16.0,2025-10-21T02:31:30.619088,735,15,paid,desktop,False
1319,1993.0,2026-02-03T10:49:23.862685,2744,12,organic,tablet,True
1320,283.0,2025-11-01T00:13:51.532069,2311,17,paid,mobile,True
1321,1474.0,2026-03-06T10:36:32.366512,1370,6,social,tablet,False
1322,476.0,2026-01-18T06:16:09.369773,2870,18,email,tablet,True
1323,156.0,2025-09-27T00:37:09.520047,630,5,email,tablet,True
1324,1980.0,2025-12-03T21:38:01.683449,3233,8,organic,desktop,True
1325,1031.0,2025-09-18T20:18:47.974861,18,7,direct,desktop,True
1326,1117.0,2025-12-20T04:06:01.565632,3271,16,paid,tablet,False
1327,1104.0,2026-04-06T17:16:11.983430,3588,9,referral,desktop,True
1328,,2025-07-19T10:26:56.822298,574,4,social,mobile,False
1329,1916.0,2025-12-20T17:38:31.790978,3418,15,social,desktop,False
1330,1376.0,2026-01-18T23:36:47.789387,3309,2,social,desktop,True
1331,1234.0,2026-04-11T18:47:57.543525,1508,11,organic,desktop,False
1332,226.0,2025-08-08T11:26:29.229213,2631,14,social,tablet,False
1333,455.0,2026-01-20T10:48:36.467462,2996,3,organic,desktop,False
1334,17.0,2026-01-04T00:28:30.083973,230,15,organic,tablet,False
1335,1427.0,2025-07-19T06:12:20.312170,2331,12,social,tablet,True
1336,465.0,2026-05-31T12:29:26.671037,2903,12,organic,tablet,False
1337,614.0,2025-11-04T09:02:21.614438,2212,6,paid,tablet,False
1338,1839.0,2026-03-03T10:26:31.966624,3352,4,direct,desktop,True
1339,1850.0,2026-06-21T00:30:56.031468,3399,4,email,mobile,False
1340,742.0,2026-07-06T00:13:26.123991,1211,6,email,desktop,False
1341,608.0,2025-10-13T15:20:26.466085,2313,13,direct,tablet,True
1342,377.0,2026-06-22T15:19:10.478714,3106,19,organic,desktop,False
1343,578.0,2025-08-16T03:43:00.603096,2296,14,organic,tablet,False
1344,1337.0,2026-06-03T19:07:38.764384,424,5,email,tablet,False
1345,838.0,2026-06-28T00:49:41.026468,451,8,direct,desktop,False
1346,1496.0,2025-07-19T19:12:58.984065,2505,1,direct,desktop,False
1347,940.0,2026-03-28T01:15:20.886477,3226,18,referral,desktop,True
1348,977.0,2026-02-13T01:52:00.547548,1272,19,paid,tablet,True
1349,59.0,2025-10-23T02:50:03.758985,1300,10,social,desktop,False
1350,1069.0,2026-06-24T22:40:55.813447,1097,18,email,mobile,False
1351,1083.0,2025-08-29T16:09:47.183671,2988,1,email,tablet,False
1352,1500.0,2026-04-30T22:10:03.533025,1545,19,organic,mobile,False
1353,252.0,2026-03-06T03:15:13.271004,1966,12,email,desktop,True
1354,1086.0,2026-01-27T00:43:15.293334,3236,8,direct,tablet,False
1355,100.0,2026-02-05T01:48:39.950648,3096,10,referral,tablet,False
1356,709.0,2025-07-07T02:16:58.081929,2664,10,email,desktop,True
1357,771.0,2025-09-13T23:42:48.169893,352,18,social,desktop,True
1358,482.0,2026-04-21T02:03:11.945153,2826,20,social,desktop,False
1359,,2025-08-28T01:52:37.033392,2747,4,direct,tablet,False
1360,1045.0,2026-04-08T17:53:13.904550,2113,9,email,mobile,False
1361,933.0,2026-05-07T15:04:27.781322,624,18,organic,desktop,True
1362,595.0,2025-11-14T14:15:42.088664,838,15,paid,mobile,False
1363,544.0,2026-06-03T16:14:55.119752,565,20,referral,desktop,False
1364,1836.0,2025-11-13T11:10:08.972239,2941,2,social,tablet,True
1365,61.0,2026-02-15T11:44:18.239663,945,20,referral,desktop,False
1366,580.0,2026-06-04T16:22:46.996152,3033,3,direct,desktop,False
1367,1284.0,2025-11-17T16:46:12.827134,1701,6,email,desktop,False
1368,848.0,2026-04-15T08:10:17.168776,3465,18,organic,desktop,True
1369,802.0,2026-06-04T14:53:58.686139,3422,16,organic,tablet,False
1370,1897.0,2025-07-31T18:13:30.017798,774,13,paid,tablet,False
1371,549.0,2026-03-16T19:31:43.010723,1233,20,social,desktop,False
1372,61.0,2025-08-15T18:30:42.935767,326,9,paid,desktop,True
1373,392.0,2025-11-26T02:46:53.143883,2797,8,organic,desktop,True
1374,1739.0,2025-10-31T23:58:11.141854,797,10,direct,mobile,False
1375,169.0,2026-04-24T22:38:19.709887,3043,9,social,tablet,True
1376,1327.0,2025-11-21T14:34:53.512970,327,16,direct,mobile,False
1377,,2025-07-22T23:30:24.570877,2847,3,email,desktop,False
1378,861.0,2026-01-21T12:44:48.565395,341,9,social,desktop,True
1379,653.0,2025-08-15T00:40:11.174110,2849,6,referral,tablet,False
1380,375.0,2025-12-24T23:02:23.678214,409,5,organic,desktop,False
1381,698.0,2025-07-06T06:11:44.219138,1302,12,referral,desktop,True
1382,524.0,2025-08-22T13:46:27.597673,59,3,direct,desktop,False
1383,581.0,2025-07-22T07:22:42.568241,1588,6,organic,tablet,False
1384,,2025-10-05T01:12:43.029409,2759,15,direct,tablet,False
1385,917.0,2026-03-16T13:57:42.878224,2137,2,direct,mobile,True
1386,1779.0,2025-09-17T14:24:09.997834,2412,17,direct,desktop,True
1387,651.0,2025-09-17T02:47:49.380517,2012,14,direct,tablet,False
1388,,2025-08-01T00:17:54.928999,1061,13,referral,tablet,True
1389,,2025-10-18T22:57:36.627088,2638,8,paid,mobile,False
1390,1349.0,2026-06-27T09:16:01.006047,808,7,social,desktop,True
1391,,2026-03-17T03:30:41.303329,1663,9,email,tablet,False
1392,1256.0,2026-02-18T10:50:24.396819,568,2,email,mobile,True
1393,1753.0,2025-12-24T17:19:38.037155,503,13,direct,tablet,False
1394,518.0,2025-09-01T03:39:34.369126,218,16,referral,mobile,True
1395,1021.0,2025-07-31T22:30:06.835487,1111,14,direct,mobile,False
1396,1028.0,2025-12-05T23:26:20.204712,1660,15,social,desktop,False
1397,3.0,2025-08-01T21:50:09.471373,137,18,email,tablet,False
1398,804.0,2026-05-06T21:28:32.191187,2092,18,direct,tablet,False
1399,,2026-07-01T16:16:25.902955,2019,10,email,tablet,False
1400,186.0,2025-08-19T05:18:52.750355,1887,20,social,desktop,False
1401,186.0,2025-07-29T05:39:10.619090,2464,12,paid,mobile,False
1402,71.0,2026-05-17T20:39:30.462816,2807,11,social,tablet,True
1403,,2026-05-16T02:33:44.172021,262,17,paid,tablet,False
1404,1307.0,2026-05-29T23:00:49.441557,1520,15,paid,tablet,True
1405,1217.0,2025-12-02T07:46:48.023684,1436,3,email,desktop,False
1406,1701.0,2026-01-04T06:42:07.358752,2711,5,direct,tablet,True
1407,390.0,2025-09-09T01:40:19.358862,538,16,email,desktop,True
1408,1660.0,2025-08-17T08:09:52.411071,3160,18,direct,mobile,False
1409,1609.0,2026-01-02T10:39:24.016258,1854,20,email,tablet,True
1410,1483.0,2025-12-27T19:34:23.891737,1372,20,social,desktop,False
1411,21.0,2025-09-07T08:12:25.087298,2312,2,direct,desktop,True
1412,296.0,2025-11-20T01:51:42.219245,2974,15,email,desktop,True
1413,36.0,2026-01-21T05:32:20.163006,1161,16,paid,desktop,True
1414,1778.0,2026-04-11T04:44:55.069343,2537,17,direct,mobile,False
1415,1712.0,2025-10-08T04:11:10.842191,2521,13,direct,mobile,False
1416,1420.0,2025-07-21T08:08:37.273761,57,3,social,desktop,True
1417,223.0,2025-09-18T16:47:59.378737,966,12,social,mobile,True
1418,1504.0,2025-11-02T03:14:00.957114,2952,18,direct,desktop,False
1419,55.0,2026-02-04T11:13:03.579710,1646,9,email,tablet,True
1420,581.0,2025-11-28T06:03:51.777085,2605,19,organic,tablet,False
1421,1561.0,2025-12-21T15:54:02.907022,1459,20,social,desktop,True
1422,1816.0,2025-08-07T07:06:58.049918,2528,11,paid,mobile,True
1423,1485.0,2026-03-05T17:47:51.631003,155,19,email,tablet,False
1424,1311.0,2025-08-30T14:27:59.165061,237,14,referral,tablet,False
1425,705.0,2025-09-18T06:17:50.712735,467,8,paid,desktop,True
1426,1548.0,2026-05-16T22:37:48.152658,1089,10,organic,tablet,False
1427,,2026-04-16T11:12:42.460294,1126,8,direct,tablet,False
1428,1074.0,2026-06-25T12:42:53.777410,1918,4,organic,tablet,True
1429,1003.0,2026-05-29T23:21:26.357046,2240,12,direct,desktop,True
1430,998.0,2025-09-11T14:19:30.400832,159,6,direct,tablet,True
1431,1873.0,2025-09-16T10:10:54.189717,1139,16,paid,tablet,False
1432,164.0,2026-03-21T21:32:16.909645,436,14,direct,desktop,False
1433,1482.0,2025-11-22T09:04:38.264342,1360,17,email,desktop,False
1434,216.0,2026-03-17T18:37:12.494322,1187,17,paid,desktop,True
1435,1359.0,2025-08-21T22:53:31.544396,3425,11,email,tablet,False
1436,457.0,2026-02-11T23:52:12.203562,2066,9,social,mobile,True
1437,1455.0,2026-06-21T18:56:21.078452,1361,20,social,mobile,False
1438,1683.0,2026-06-07T22:23:54.448777,1998,12,social,desktop,False
1439,444.0,2026-04-26T08:04:06.931243,1800,4,social,desktop,True
1440,1131.0,2026-06-26T11:54:19.580985,3044,1,paid,tablet,True
1441,847.0,2025-08-03T17:45:33.924529,1387,2,paid,desktop,False
1442,379.0,2025-09-27T01:25:36.285361,3480,7,paid,desktop,False
1443,1777.0,2025-10-14T22:52:31.770942,423,1,social,desktop,False
1444,,2026-05-16T06:41:54.765408,2204,14,referral,tablet,True
1445,713.0,2025-07-11T10:29:03.509456,459,11,email,mobile,False
1446,484.0,2025-11-23T09:56:03.327100,2197,1,organic,tablet,True
1447,1118.0,2025-08-03T05:34:46.083913,1402,9,social,tablet,True
1448,1784.0,2026-06-17T01:34:23.681750,397,15,organic,mobile,False
1449,837.0,2025-12-06T05:19:04.028455,631,13,referral,mobile,False
1450,9.0,2025-08-16T08:53:37.187510,2283,1,organic,tablet,True
1451,776.0,2025-08-23T01:02:30.154449,2645,16,paid,mobile,False
1452,949.0,2025-11-08T12:09:49.086056,2589,18,referral,desktop,True
1453,1721.0,2026-07-01T01:22:50.991483,1689,2,paid,tablet,False
1454,1562.0,2025-10-14T16:12:54.556495,78,9,organic,desktop,False
1455,546.0,2026-01-25T21:58:54.086545,3433,15,email,tablet,False
1456,1760.0,2025-10-08T07:21:59.953338,757,20,email,tablet,True
1457,129.0,2025-12-18T03:36:06.723468,1590,5,direct,tablet,False
1458,1598.0,2025-09-24T10:57:06.437331,745,10,email,desktop,False
1459,1164.0,2025-09-17T05:37:21.916347,2730,4,direct,mobile,False
1460,1652.0,2026-06-02T14:47:49.586969,3280,16,paid,mobile,False
1461,265.0,2025-07-16T07:44:53.759438,324,17,social,mobile,False
1462,1325.0,2025-10-22T08:20:44.849194,2043,14,referral,desktop,True
1463,944.0,2025-08-14T23:20:04.057055,2481,1,organic,mobile,True
1464,1932.0,2025-09-17T23:02:34.037957,2202,17,referral,mobile,False
1465,1429.0,2026-03-13T10:18:15.759710,2320,4,paid,desktop,False
1466,802.0,2025-11-18T02:21:57.402524,103,4,email,desktop,True
1467,1028.0,2025-09-21T06:14:33.365205,2255,14,email,desktop,False
1468,1971.0,2026-03-16T14:41:31.684278,2646,8,email,desktop,True
1469,801.0,2026-06-18T22:09:39.291508,140,10,organic,mobile,False
1470,1372.0,2026-06-02T23:23:18.523792,2077,1,social,tablet,False
1471,559.0,2025-10-14T17:02:34.526551,3420,19,direct,tablet,False
1472,1467.0,2026-05-20T06:53:16.247316,2607,4,organic,desktop,False
1473,1585.0,2025-11-11T00:56:20.608805,1022,7,organic,desktop,False
1474,82.0,2026-01-05T06:56:11.403060,3217,20,direct,tablet,True
1475,1579.0,2026-03-09T04:36:33.763373,2984,4,social,mobile,False
1476,162.0,2025-12-16T21:52:25.278040,2042,5,paid,desktop,False
1477,1936.0,2025-11-10T22:15:07.295780,296,1,referral,desktop,False
1478,1856.0,2025-11-17T09:15:55.403609,2758,20,paid,tablet,False
1479,1567.0,2025-08-27T00:02:00.347448,2099,10,email,mobile,True
1480,1558.0,2026-06-21T06:32:29.272113,70,1,organic,desktop,True
1481,1944.0,2025-10-09T10:44:41.893772,3103,3,paid,tablet,False
1482,1943.0,2026-04-01T16:20:54.748615,47,8,email,mobile,False
1483,1339.0,2026-01-07T01:28:11.499827,137,7,organic,tablet,True
1484,707.0,2026-01-26T04:02:41.425229,1690,8,direct,desktop,True
1485,899.0,2026-06-25T15:25:14.677314,3068,19,social,tablet,False
1486,276.0,2026-06-02T14:58:28.114281,949,17,paid,mobile,False
1487,648.0,2026-04-27T17:36:21.350605,690,15,organic,desktop,False
1488,1198.0,2025-08-07T08:58:54.360093,2245,13,email,desktop,False
1489,,2025-09-16T17:37:58.959529,99,13,email,tablet,False
1490,1102.0,2026-07-05T20:01:16.727972,2084,17,paid,desktop,False
1491,608.0,2025-11-07T11:13:32.637278,2466,19,direct,desktop,False
1492,1944.0,2026-01-12T12:13:05.762051,2774,11,organic,mobile,False
1493,381.0,2026-02-13T20:49:54.499884,1858,13,paid,desktop,False
1494,1136.0,2026-06-08T02:09:48.567551,2220,8,email,tablet,False
1495,1459.0,2025-07-07T19:23:43.773856,1341,10,email,tablet,False
1496,1039.0,2026-04-28T17:32:13.457636,716,14,paid,mobile,False
1497,,2025-07-21T11:03:40.337754,442,13,direct,mobile,False
1498,1355.0,2026-04-01T13:40:28.242993,3186,15,social,mobile,False
1499,1139.0,2025-07-28T17:42:47.271050,3497,6,direct,tablet,False
1500,1741.0,2026-05-18T08:25:40.525051,2727,4,organic,mobile,True
1501,481.0,2026-01-28T17:46:24.022096,883,16,paid,mobile,False
1502,514.0,2026-06-20T05:17:01.062019,2350,10,paid,desktop,True
1503,,2026-03-08T21:32:20.933609,2106,11,paid,tablet,False
1504,1426.0,2025-10-28T18:00:17.996384,290,8,social,tablet,False
1505,1900.0,2026-06-28T11:04:03.341286,725,11,referral,mobile,True
1506,601.0,2025-10-04T20:25:14.269332,1265,5,referral,mobile,False
1507,545.0,2025-12-08T18:34:37.357244,2651,17,paid,mobile,False
1508,1218.0,2025-12-14T13:57:43.531421,794,14,social,desktop,True
1509,752.0,2025-08-10T21:09:45.905447,2656,4,email,tablet,False
1510,53.0,2026-06-08T02:20:17.708741,508,20,social,desktop,True
1511,592.0,2026-04-08T09:54:33.051214,2279,3,organic,tablet,False
1512,1134.0,2026-04-02T13:50:00.429473,3570,14,paid,desktop,False
1513,309.0,2026-04-05T13:51:55.225887,194,16,social,mobile,False
1514,512.0,2026-03-15T02:43:20.433516,2802,4,social,mobile,False
1515,719.0,2025-11-27T23:31:39.561644,145,15,email,mobile,False
1516,1729.0,2025-09-18T18:08:03.546927,3322,18,social,mobile,False
1517,637.0,2026-02-02T00:36:37.262331,3504,7,paid,tablet,True
1518,418.0,2025-11-05T03:40:20.739384,2024,20,direct,desktop,False
1519,1433.0,2025-12-31T21:31:17.476367,2841,11,referral,tablet,False
1520,216.0,2025-08-18T05:28:09.732449,1011,15,referral,tablet,False
1521,1435.0,2025-08-04T04:06:09.680484,3166,16,social,desktop,False
1522,516.0,2025-08-05T15:40:36.923011,1068,3,direct,mobile,False
1523,409.0,2025-09-16T01:16:45.196170,2206,17,organic,desktop,False
1524,,2026-03-22T17:02:16.833573,3013,1,social,tablet,False
1525,636.0,2026-02-13T04:20:32.839529,757,14,social,mobile,False
1526,1069.0,2026-04-23T19:43:41.459245,2747,12,direct,desktop,False
1527,960.0,2025-09-13T20:14:39.490723,1291,9,direct,desktop,False
1528,564.0,2026-02-16T20:52:46.300428,960,9,paid,desktop,True
1529,1758.0,2026-01-30T08:27:46.275413,1149,5,direct,mobile,True
1530,1314.0,2025-09-03T00:34:12.613072,1415,13,direct,mobile,True
1531,1390.0,2025-12-15T15:52:21.055127,2261,1,paid,mobile,False
1532,52.0,2025-09-06T07:26:28.484483,2161,9,referral,mobile,False
1533,1800.0,2026-05-04T01:47:11.118522,830,8,email,mobile,False
1534,1560.0,2026-04-14T04:52:16.792195,2500,19,referral,mobile,False
1535,622.0,2026-06-03T19:35:41.810585,3079,19,social,tablet,True
1536,543.0,2026-01-16T16:15:34.436521,3331,1,email,tablet,True
1537,1540.0,2026-01-08T20:58:56.290740,118,4,social,mobile,True
1538,779.0,2026-04-12T19:44:49.528750,2387,17,organic,desktop,True
1539,930.0,2026-05-25T03:17:00.925578,137,3,organic,mobile,True
1540,54.0,2025-11-17T13:02:23.041523,2757,3,email,mobile,False
1541,602.0,2026-02-19T09:34:49.118460,1036,10,referral,mobile,False
1542,212.0,2026-04-27T05:18:45.466459,1523,2,email,mobile,True
1543,1645.0,2025-07-11T04:06:05.982211,1141,4,social,mobile,True
1544,1729.0,2025-07-25T18:55:04.741468,3042,19,social,desktop,False
1545,1199.0,2026-01-24T22:58:09.639991,3348,3,organic,desktop,False
1546,235.0,2025-12-22T20:44:19.803324,2960,1,organic,desktop,True
1547,393.0,2025-10-25T13:28:53.531239,1159,3,paid,mobile,False
1548,84.0,2025-12-22T21:52:41.550805,2817,9,referral,mobile,False
1549,505.0,2025-07-12T23:06:06.616313,1890,14,social,desktop,False
1550,1557.0,2025-10-16T15:10:30.710416,869,9,organic,mobile,True
1551,1296.0,2025-08-03T21:12:12.031377,1948,13,organic,desktop,False
1552,572.0,2025-10-01T17:12:57.237529,3126,12,organic,mobile,False
1553,,2026-01-04T14:43:30.789139,2552,8,email,mobile,True
1554,613.0,2026-06-27T11:49:53.566653,2584,8,paid,tablet,False
1555,989.0,2025-09-02T00:45:56.995286,3372,6,social,tablet,False
1556,484.0,2026-05-11T09:13:22.985851,3295,7,direct,desktop,False
1557,,2026-04-22T03:12:40.759381,1690,2,social,tablet,False
1558,1267.0,2025-10-12T02:06:05.897446,709,7,referral,mobile,True
1559,1707.0,2026-04-04T15:32:04.151154,2276,10,organic,desktop,True
1560,1304.0,2026-06-10T16:42:49.932063,3524,12,paid,tablet,False
1561,1491.0,2025-09-28T19:28:28.741699,2402,5,organic,tablet,False
1562,984.0,2025-11-01T21:30:18.731890,123,11,referral,desktop,True
1563,1056.0,2025-07-22T08:59:08.946017,1320,1,email,mobile,False
1564,,2026-01-21T16:24:48.549428,680,9,social,tablet,True
1565,959.0,2025-10-28T04:58:28.786432,1312,15,organic,mobile,False
1566,,2026-04-08T21:35:31.540311,2537,10,direct,desktop,False
1567,853.0,2025-10-04T15:39:09.438189,263,20,email,tablet,False
1568,642.0,2026-04-24T03:14:00.398142,1263,10,referral,mobile,False
1569,1643.0,2026-03-06T13:16:37.500282,799,12,direct,tablet,True
1570,1631.0,2026-04-30T07:47:10.023069,1465,1,email,desktop,False
1571,1572.0,2026-04-23T11:13:57.776027,1172,5,social,tablet,False
1572,1298.0,2025-11-25T08:51:38.649569,2750,10,referral,tablet,False
1573,952.0,2025-11-26T08:03:03.093578,1554,11,referral,desktop,False
1574,1322.0,2025-08-28T02:25:53.187104,1620,14,direct,mobile,True
1575,155.0,2025-12-07T09:14:13.409327,2041,8,paid,tablet,False
1576,1590.0,2026-01-20T09:38:48.264722,1922,9,email,mobile,True
1577,1157.0,2025-08-29T01:37:04.625569,3163,9,paid,desktop,False
1578,1256.0,2026-02-17T16:04:21.223826,1889,16,social,mobile,True
1579,1611.0,2026-02-10T03:19:40.272925,1801,17,email,mobile,False
1580,1934.0,2026-02-04T22:01:21.335403,3149,19,referral,desktop,True
1581,56.0,2025-12-24T21:49:55.244200,2428,3,social,desktop,True
1582,575.0,2026-03-18T04:51:44.175457,1645,11,email,tablet,False
1583,,2026-01-05T14:40:39.622729,2985,20,referral,desktop,False
1584,1135.0,2026-03-03T04:53:28.643269,1715,4,direct,mobile,True
1585,1235.0,2025-10-15T21:54:03.893581,429,2,email,tablet,True
1586,1932.0,2026-04-20T19:24:09.649003,3324,1,direct,tablet,True
1587,1165.0,2026-04-26T01:19:01.104830,3587,18,social,desktop,False
1588,1360.0,2025-12-06T10:01:55.404403,408,6,referral,mobile,False
1589,404.0,2026-03-11T11:16:38.721895,282,11,email,mobile,True
1590,261.0,2026-04-26T09:58:28.471553,3466,1,direct,mobile,False
1591,1979.0,2026-05-16T05:46:15.397327,3194,15,referral,tablet,False
1592,1854.0,2026-03-05T14:03:19.252219,1921,1,direct,mobile,False
1593,1416.0,2026-02-28T04:56:50.063566,1019,16,social,mobile,True
1594,1346.0,2026-05-08T13:05:24.170480,2460,3,email,desktop,True
1595,1325.0,2026-01-20T06:59:27.203709,2993,9,paid,mobile,False
1596,1414.0,2026-01-06T09:01:48.680003,2226,8,email,desktop,False
1597,1914.0,2026-05-03T15:32:06.520452,2728,7,referral,mobile,False
1598,564.0,2025-11-14T20:33:05.463495,186,14,direct,mobile,True
1599,1108.0,2025-09-10T23:34:17.498878,419,13,direct,desktop,False
1600,1795.0,2026-02-09T08:38:43.385655,789,16,paid,mobile,True
1601,326.0,2026-02-09T05:55:16.944138,656,7,referral,tablet,False
1602,1238.0,2025-10-27T14:03:18.112931,436,17,email,desktop,True
