transaction_id,customer_id,transaction_date,total_amount,discount_amount,tax_amount,payment_method,status,channel,created_at
1655,164,2026-06-21T02:23:18.278289,92.97,4.26,9.3,credit_card,completed,in_store,2026-07-06T09:25:46.235203
1656,565,2026-04-08T21:28:06.603356,67.21,7.13,6.72,bank_transfer,completed,phone,2026-07-06T09:25:46.235237
1657,51,2024-10-12T02:24:30.863433,28.85,4.06,2.89,credit_card,completed,mobile,2026-07-06T09:25:46.235271
1658,1386,2025-06-30T18:06:01.654627,64.37,11.06,6.44,paypal,completed,phone,2026-07-06T09:25:46.235306
1659,419,2024-12-30T18:30:00.899589,136.01,13.5,13.6,credit_card,completed,in_store,2026-07-06T09:25:46.235341
1660,1787,2026-06-04T11:55:47.882266,33.28,4.47,3.33,debit_card,completed,mobile,2026-07-06T09:25:46.235375
1661,901,2024-09-13T23:36:10.474732,259.39,47.7,25.94,paypal,completed,phone,2026-07-06T09:25:46.235408
1662,724,2026-04-03T08:41:02.121026,86.12,2.56,8.61,credit_card,completed,mobile,2026-07-06T09:25:46.235442
1663,66,2025-07-14T13:11:34.508163,180.33,17.13,18.03,credit_card,cancelled,phone,2026-07-06T09:25:46.235475
1664,1977,2025-01-14T10:26:14.872567,80.37,1.61,8.04,paypal,completed,online,2026-07-06T09:25:46.235509
1665,104,2026-03-21T00:15:27.596929,211.03,33.56,21.1,bank_transfer,completed,phone,2026-07-06T09:25:46.235543
1666,41,2025-10-09T03:33:35.410430,19.91,1.0,1.99,paypal,completed,online,2026-07-06T09:25:46.235577
1667,1434,2025-02-21T02:20:58.477244,257.68,29.01,25.77,paypal,completed,in_store,2026-07-06T09:25:46.235611
1668,135,2024-09-15T04:01:24.610969,43.01,8.58,4.3,paypal,completed,online,2026-07-06T09:25:46.235645
1669,78,2025-11-09T11:18:57.232442,44.26,5.39,4.43,paypal,completed,phone,2026-07-06T09:25:46.235679
1670,1242,2026-05-29T07:03:04.777654,397.31,31.39,39.73,bank_transfer,completed,online,2026-07-06T09:25:46.235715
1671,1404,2025-01-23T09:04:35.995460,33.22,3.92,3.32,credit_card,completed,phone,2026-07-06T09:25:46.235750
1672,210,2026-01-07T13:01:57.537384,138.57,20.78,13.86,bank_transfer,refunded,online,2026-07-06T09:25:46.235787
1673,1951,2025-08-19T04:55:02.026073,24.1,2.34,2.41,credit_card,completed,in_store,2026-07-06T09:25:46.235823
1674,1561,2024-12-28T12:28:37.363276,42.8,7.11,4.28,paypal,completed,mobile,2026-07-06T09:25:46.235858
1675,1372,2026-06-25T07:34:46.808966,200.32,38.74,20.03,paypal,completed,online,2026-07-06T09:25:46.235893
1676,31,2025-02-19T15:51:46.201213,816.35,72.83,81.64,credit_card,completed,in_store,2026-07-06T09:25:46.235931
1677,1958,2026-04-22T13:36:31.133893,27.07,2.33,2.71,debit_card,completed,phone,2026-07-06T09:25:46.235966
1678,1852,2026-06-29T00:39:21.678350,7.85,0.72,0.79,debit_card,completed,phone,2026-07-06T09:25:46.236001
1679,1363,2024-12-18T18:27:13.048792,8.47,0.27,0.85,credit_card,completed,in_store,2026-07-06T09:25:46.236036
1680,1918,2025-07-06T07:34:39.277642,14.99,2.79,1.5,credit_card,completed,phone,2026-07-06T09:25:46.236071
1681,172,2025-10-31T13:59:21.694618,346.64,62.22,34.66,bank_transfer,cancelled,in_store,2026-07-06T09:25:46.236164
1682,1670,2025-08-26T15:18:03.780100,394.25,40.07,39.43,credit_card,cancelled,phone,2026-07-06T09:25:46.236217
1683,284,2025-10-07T03:41:58.049716,336.88,20.49,33.69,debit_card,completed,phone,2026-07-06T09:25:46.236256
1684,1069,2025-09-19T08:26:52.584804,440.06,77.75,44.01,debit_card,completed,phone,2026-07-06T09:25:46.236292
1685,1910,2025-09-27T12:35:19.159492,539.14,40.31,53.91,credit_card,completed,online,2026-07-06T09:25:46.236326
1686,96,2026-01-06T11:16:07.687820,250.59,13.01,25.06,bank_transfer,completed,phone,2026-07-06T09:25:46.236361
1687,369,2025-05-18T09:33:59.016805,164.75,27.31,16.48,debit_card,completed,online,2026-07-06T09:25:46.236395
1688,1566,2025-03-16T17:12:08.352199,53.41,4.31,5.34,credit_card,refunded,phone,2026-07-06T09:25:46.236429
1689,1621,2026-05-26T11:27:16.900254,168.29,19.87,16.83,debit_card,completed,phone,2026-07-06T09:25:46.236462
1690,949,2026-05-10T14:19:27.333081,123.04,12.42,12.3,bank_transfer,completed,phone,2026-07-06T09:25:46.236497
1691,89,2025-10-20T03:59:45.798766,163.86,1.64,16.39,paypal,completed,online,2026-07-06T09:25:46.236530
1692,1619,2025-09-17T05:39:31.816180,44.89,7.1,4.49,bank_transfer,completed,phone,2026-07-06T09:25:46.236563
1693,1316,2025-03-11T02:12:03.782763,6.75,1.21,0.68,debit_card,completed,in_store,2026-07-06T09:25:46.236597
1694,1133,2024-10-11T09:50:54.685623,168.22,27.2,16.82,debit_card,completed,phone,2026-07-06T09:25:46.236631
1695,943,2025-12-10T13:36:47.292445,65.55,10.21,6.55,bank_transfer,completed,online,2026-07-06T09:25:46.236665
1696,1438,2025-10-25T09:17:58.440344,324.12,60.04,32.41,paypal,completed,phone,2026-07-06T09:25:46.236698
1697,543,2025-02-25T21:40:51.903532,72.61,3.61,7.26,bank_transfer,completed,phone,2026-07-06T09:25:46.236731
1698,910,2024-10-08T16:36:56.325081,107.52,3.26,10.75,credit_card,completed,in_store,2026-07-06T09:25:46.236764
1699,1912,2024-07-11T00:52:49.492052,16.17,0.46,1.62,paypal,completed,mobile,2026-07-06T09:25:46.236797
1700,1112,2025-11-24T03:19:01.704150,261.89,21.3,26.19,debit_card,completed,mobile,2026-07-06T09:25:46.236831
1701,1427,2024-08-22T22:28:35.930808,46.37,3.71,4.64,debit_card,completed,phone,2026-07-06T09:25:46.236865
1702,983,2024-09-09T12:29:52.739346,22.18,1.15,2.22,debit_card,cancelled,phone,2026-07-06T09:25:46.236898
1703,46,2025-11-05T09:52:16.490426,138.17,1.88,13.82,credit_card,completed,online,2026-07-06T09:25:46.236931
1704,1202,2026-01-07T17:48:03.248607,36.21,6.01,3.62,debit_card,completed,mobile,2026-07-06T09:25:46.236964
1705,1464,2025-06-05T02:47:46.468400,983.46,171.74,98.35,bank_transfer,completed,mobile,2026-07-06T09:25:46.236997
1706,1,2026-01-16T13:37:19.449052,96.69,7.88,9.67,paypal,completed,mobile,2026-07-06T09:25:46.237030
1707,1140,2024-10-03T09:31:35.668326,6.72,0.34,0.67,credit_card,completed,online,2026-07-06T09:25:46.237064
1708,1959,2025-01-31T15:44:54.896804,361.21,26.03,36.12,paypal,completed,phone,2026-07-06T09:25:46.237097
1709,200,2025-09-22T11:41:54.064263,23.44,0.58,2.34,bank_transfer,completed,online,2026-07-06T09:25:46.237183
1710,561,2024-12-27T08:43:34.447244,309.58,43.16,30.96,credit_card,completed,phone,2026-07-06T09:25:46.237420
1711,1548,2025-05-11T08:47:52.579170,77.14,0.97,7.71,bank_transfer,completed,online,2026-07-06T09:25:46.238091
1712,530,2024-07-24T12:11:08.009979,222.02,5.63,22.2,credit_card,completed,online,2026-07-06T09:25:46.238230
1713,1129,2025-08-06T09:44:31.520960,301.82,27.87,30.18,debit_card,completed,online,2026-07-06T09:25:46.238289
1714,1737,2025-12-12T09:21:56.029114,87.74,7.26,8.77,credit_card,completed,in_store,2026-07-06T09:25:46.238339
1715,1284,2026-05-15T18:17:20.132652,146.15,26.87,14.62,bank_transfer,refunded,phone,2026-07-06T09:25:46.238392
1716,1649,2024-08-14T05:04:53.939344,143.75,15.48,14.38,debit_card,completed,phone,2026-07-06T09:25:46.238444
1717,639,2025-11-06T22:24:00.023014,178.85,19.66,17.89,bank_transfer,completed,online,2026-07-06T09:25:46.238494
1718,643,2025-01-27T18:53:11.339337,59.47,7.0,5.95,credit_card,completed,mobile,2026-07-06T09:25:46.238541
1719,120,2026-07-02T22:56:12.738161,192.23,26.12,19.22,bank_transfer,cancelled,mobile,2026-07-06T09:25:46.238591
1720,1423,2025-02-26T07:02:19.101829,179.1,13.66,17.91,credit_card,completed,online,2026-07-06T09:25:46.238647
1721,1492,2026-01-06T04:09:09.129559,96.51,8.15,9.65,credit_card,completed,phone,2026-07-06T09:25:46.238704
1722,842,2025-10-12T20:22:22.028040,34.82,2.19,3.48,debit_card,completed,in_store,2026-07-06T09:25:46.238758
1723,777,2024-09-18T09:57:48.518368,59.55,7.14,5.96,bank_transfer,completed,online,2026-07-06T09:25:46.238961
1724,617,2025-10-26T22:40:22.997074,135.25,17.62,13.53,debit_card,completed,in_store,2026-07-06T09:25:46.239056
1725,771,2026-04-24T06:00:05.688518,29.57,1.73,2.96,bank_transfer,completed,in_store,2026-07-06T09:25:46.239116
1726,1141,2026-06-08T17:47:54.561810,230.93,34.2,23.09,bank_transfer,completed,phone,2026-07-06T09:25:46.239157
1727,537,2024-08-19T21:47:07.340599,7.69,1.21,0.77,debit_card,completed,in_store,2026-07-06T09:25:46.239193
1728,1004,2026-03-16T13:17:12.142722,56.7,9.81,5.67,bank_transfer,completed,online,2026-07-06T09:25:46.239227
1729,632,2025-03-27T10:55:00.995377,127.02,19.88,12.7,paypal,cancelled,mobile,2026-07-06T09:25:46.239260
1730,60,2025-06-29T09:32:05.755905,227.98,36.72,22.8,bank_transfer,completed,in_store,2026-07-06T09:25:46.239293
1731,781,2026-01-24T03:52:37.208526,44.78,3.62,4.48,debit_card,completed,mobile,2026-07-06T09:25:46.239325
1732,593,2024-12-04T19:21:30.413177,220.73,14.86,22.07,credit_card,completed,in_store,2026-07-06T09:25:46.239358
1733,1896,2026-05-02T10:31:04.115684,138.82,9.63,13.88,credit_card,completed,phone,2026-07-06T09:25:46.239392
1734,359,2026-06-30T14:25:36.517416,26.2,0.98,2.62,debit_card,completed,phone,2026-07-06T09:25:46.239425
1735,1422,2025-03-24T03:22:34.145625,83.84,14.78,8.38,bank_transfer,completed,mobile,2026-07-06T09:25:46.239459
1736,800,2025-12-25T02:36:01.796412,216.47,26.55,21.65,credit_card,completed,mobile,2026-07-06T09:25:46.239493
1737,190,2024-11-05T15:43:38.593177,49.47,9.73,4.95,paypal,refunded,in_store,2026-07-06T09:25:46.239527
1738,796,2024-07-17T22:48:13.526475,114.35,11.83,11.44,credit_card,completed,online,2026-07-06T09:25:46.239560
1739,812,2025-02-09T19:53:23.832890,17.2,2.03,1.72,bank_transfer,completed,mobile,2026-07-06T09:25:46.239595
1740,1184,2024-07-18T02:36:28.544638,32.7,0.52,3.27,paypal,completed,online,2026-07-06T09:25:46.239628
1741,277,2025-07-12T16:07:43.261337,401.02,21.91,40.1,bank_transfer,completed,mobile,2026-07-06T09:25:46.239751
1742,302,2025-02-05T23:19:51.623664,152.66,12.98,15.27,credit_card,refunded,online,2026-07-06T09:25:46.239805
1743,1507,2024-09-09T12:19:14.813138,34.2,1.72,3.42,bank_transfer,completed,phone,2026-07-06T09:25:46.239843
1744,791,2025-07-16T03:23:01.283160,63.63,7.49,6.36,credit_card,completed,in_store,2026-07-06T09:25:46.239878
1745,755,2025-08-08T06:36:28.230417,545.74,69.37,54.57,paypal,refunded,mobile,2026-07-06T09:25:46.239958
1746,1142,2026-05-13T11:56:02.053227,55.61,1.37,5.56,debit_card,completed,in_store,2026-07-06T09:25:46.240020
1747,1946,2025-04-29T06:23:35.847434,67.42,10.15,6.74,paypal,completed,phone,2026-07-06T09:25:46.240074
1748,585,2025-01-20T04:32:57.970517,44.05,5.75,4.41,bank_transfer,completed,mobile,2026-07-06T09:25:46.240129
1749,158,2024-08-01T05:45:07.473232,305.88,51.72,30.59,credit_card,completed,mobile,2026-07-06T09:25:46.240240
1750,917,2025-06-10T17:49:08.258430,25.11,3.58,2.51,paypal,completed,phone,2026-07-06T09:25:46.240296
1751,1671,2025-05-25T11:20:10.179625,171.94,21.35,17.19,credit_card,completed,phone,2026-07-06T09:25:46.240339
1752,602,2025-02-27T21:41:14.980885,216.69,10.53,21.67,debit_card,completed,online,2026-07-06T09:25:46.240374
1753,1104,2024-07-31T08:31:12.610969,31.91,5.31,3.19,bank_transfer,completed,online,2026-07-06T09:25:46.240409
1754,26,2025-04-04T13:48:54.033357,342.03,24.19,34.2,credit_card,completed,online,2026-07-06T09:25:46.240444
1755,506,2024-10-01T03:42:42.551338,139.99,10.84,14.0,credit_card,completed,mobile,2026-07-06T09:25:46.240481
1756,1624,2026-07-01T00:26:51.586787,5.06,0.62,0.51,debit_card,completed,mobile,2026-07-06T09:25:46.240517
1757,678,2024-10-02T03:40:07.461765,46.54,8.32,4.65,debit_card,completed,online,2026-07-06T09:25:46.240552
1758,1434,2024-08-10T02:10:04.758752,5.46,1.01,0.55,credit_card,completed,phone,2026-07-06T09:25:46.240586
1759,1054,2024-12-02T16:57:10.324020,87.12,8.8,8.71,credit_card,completed,in_store,2026-07-06T09:25:46.240620
1760,521,2025-04-01T22:47:19.341082,675.1,37.65,67.51,paypal,completed,phone,2026-07-06T09:25:46.240654
1761,1679,2025-05-28T23:30:50.533048,8.25,0.88,0.83,paypal,completed,phone,2026-07-06T09:25:46.240689
1762,1443,2025-06-11T05:24:44.374871,138.48,6.02,13.85,credit_card,completed,in_store,2026-07-06T09:25:46.240725
1763,302,2024-07-07T12:57:25.148715,41.35,4.93,4.14,bank_transfer,cancelled,in_store,2026-07-06T09:25:46.240760
1764,1647,2026-03-08T15:28:21.871829,310.88,45.72,31.09,bank_transfer,cancelled,mobile,2026-07-06T09:25:46.240794
1765,1227,2025-05-25T09:04:23.717741,324.16,49.55,32.42,credit_card,completed,in_store,2026-07-06T09:25:46.240829
1766,1716,2026-01-29T14:28:52.348290,98.45,13.84,9.85,bank_transfer,completed,phone,2026-07-06T09:25:46.241295
1767,477,2026-07-02T23:09:46.064481,171.4,8.7,17.14,credit_card,completed,phone,2026-07-06T09:25:46.241421
1768,271,2025-10-29T02:34:44.004960,185.93,6.51,18.59,debit_card,completed,mobile,2026-07-06T09:25:46.241463
1769,483,2024-07-27T13:22:14.971665,134.62,4.38,13.46,debit_card,completed,online,2026-07-06T09:25:46.241684
1770,1324,2026-03-24T09:12:33.043563,24.55,0.55,2.46,bank_transfer,completed,mobile,2026-07-06T09:25:46.241738
1771,354,2025-04-25T12:13:43.988501,431.56,48.9,43.16,credit_card,completed,mobile,2026-07-06T09:25:46.241846
1772,1672,2026-04-30T07:49:41.648914,27.55,0.67,2.76,credit_card,completed,mobile,2026-07-06T09:25:46.241946
1773,130,2025-05-11T11:09:33.779701,28.99,0.01,2.9,bank_transfer,completed,phone,2026-07-06T09:25:46.242022
1774,1041,2025-01-23T05:30:11.737535,18.26,3.32,1.83,bank_transfer,completed,online,2026-07-06T09:25:46.242077
1775,606,2024-12-07T05:31:16.497515,1.69,0.03,0.17,debit_card,completed,online,2026-07-06T09:25:46.242234
1776,482,2025-03-29T13:47:47.742498,51.11,9.38,5.11,paypal,refunded,mobile,2026-07-06T09:25:46.242306
1777,1046,2024-09-17T09:09:31.719909,153.73,2.62,15.37,credit_card,completed,in_store,2026-07-06T09:25:46.242366
1778,1754,2026-02-22T19:42:59.192531,82.0,12.32,8.2,debit_card,completed,in_store,2026-07-06T09:25:46.242422
1779,648,2025-01-13T16:53:05.658448,78.81,15.49,7.88,credit_card,completed,mobile,2026-07-06T09:25:46.242461
1780,937,2026-03-27T18:27:31.872052,198.26,39.44,19.83,bank_transfer,refunded,online,2026-07-06T09:25:46.242497
1781,1933,2024-12-02T15:30:53.032852,69.32,11.31,6.93,paypal,refunded,phone,2026-07-06T09:25:46.242532
1782,41,2026-03-17T05:42:07.091010,86.31,1.29,8.63,credit_card,completed,phone,2026-07-06T09:25:46.242566
1783,27,2025-02-19T16:12:59.003898,82.25,1.51,8.22,bank_transfer,refunded,in_store,2026-07-06T09:25:46.242602
1784,1442,2026-01-24T00:51:15.223967,303.18,42.99,30.32,debit_card,cancelled,online,2026-07-06T09:25:46.242703
1785,206,2025-03-25T21:47:05.777111,247.35,26.8,24.73,bank_transfer,completed,in_store,2026-07-06T09:25:46.242770
1786,1071,2026-03-04T01:03:28.880500,222.04,20.85,22.2,credit_card,completed,mobile,2026-07-06T09:25:46.242810
1787,603,2025-08-02T23:32:27.632584,84.29,9.24,8.43,debit_card,completed,phone,2026-07-06T09:25:46.242847
1788,1608,2024-10-30T21:03:33.423914,26.03,3.16,2.6,credit_card,completed,phone,2026-07-06T09:25:46.242883
1789,1302,2025-06-09T03:23:27.971332,122.48,12.74,12.25,credit_card,completed,phone,2026-07-06T09:25:46.242941
1790,63,2024-08-19T21:39:05.195343,228.21,3.32,22.82,paypal,completed,phone,2026-07-06T09:25:46.242978
1791,159,2025-04-30T20:17:37.080157,29.88,2.71,2.99,bank_transfer,completed,online,2026-07-06T09:25:46.243013
1792,46,2025-10-01T08:36:40.903590,177.24,8.39,17.72,credit_card,completed,in_store,2026-07-06T09:25:46.243047
1793,1070,2024-10-09T21:32:54.076483,90.92,17.52,9.09,debit_card,completed,in_store,2026-07-06T09:25:46.243081
1794,12,2024-10-13T14:20:17.825892,571.0,63.19,57.1,paypal,refunded,online,2026-07-06T09:25:46.243116
1795,1046,2025-09-16T12:09:56.523970,229.85,16.6,22.98,paypal,cancelled,online,2026-07-06T09:25:46.243150
1796,1447,2025-10-28T07:35:11.898169,92.59,8.46,9.26,credit_card,completed,mobile,2026-07-06T09:25:46.243185
1797,379,2026-02-25T08:43:03.105222,100.5,7.74,10.05,credit_card,completed,mobile,2026-07-06T09:25:46.243219
1798,1213,2025-04-15T19:46:01.236239,49.34,6.01,4.93,bank_transfer,refunded,phone,2026-07-06T09:25:46.243252
1799,1236,2025-11-09T09:28:11.948483,46.44,1.51,4.64,bank_transfer,completed,online,2026-07-06T09:25:46.243285
1800,1806,2026-04-17T21:08:59.533628,89.48,14.52,8.95,paypal,completed,in_store,2026-07-06T09:25:46.243318
1801,1687,2025-09-15T18:18:12.856109,46.47,1.23,4.65,paypal,completed,in_store,2026-07-06T09:25:46.243351
1802,654,2025-05-19T15:27:09.180334,99.86,16.68,9.99,bank_transfer,completed,mobile,2026-07-06T09:25:46.243471
1803,259,2024-07-21T03:20:19.923056,0.43,0.05,0.04,paypal,completed,online,2026-07-06T09:25:46.243529
1804,1504,2025-07-23T11:29:04.062186,185.84,0.67,18.58,credit_card,completed,phone,2026-07-06T09:25:46.243566
1805,701,2024-11-13T00:16:59.637147,37.18,5.24,3.72,bank_transfer,completed,online,2026-07-06T09:25:46.243602
1806,279,2025-05-12T03:51:01.689350,92.25,3.9,9.22,paypal,completed,phone,2026-07-06T09:25:46.243637
1807,1884,2024-07-20T02:40:15.742691,722.0,72.65,72.2,paypal,completed,in_store,2026-07-06T09:25:46.243680
1808,1066,2024-11-06T21:10:23.758178,0.76,0.01,0.08,debit_card,completed,in_store,2026-07-06T09:25:46.243722
1809,280,2024-12-17T12:02:25.648943,189.39,9.1,18.94,bank_transfer,completed,in_store,2026-07-06T09:25:46.243832
1810,1611,2026-02-20T17:03:05.381870,0.94,0.01,0.09,paypal,refunded,online,2026-07-06T09:25:46.243874
1811,1997,2025-10-29T14:01:40.421275,14.39,1.65,1.44,credit_card,completed,phone,2026-07-06T09:25:46.243911
1812,1672,2024-07-25T17:27:26.701677,325.61,7.11,32.56,credit_card,completed,phone,2026-07-06T09:25:46.243998
1813,1524,2025-10-04T16:00:06.469128,12.65,2.23,1.27,paypal,completed,phone,2026-07-06T09:25:46.244041
1814,409,2026-03-31T23:08:26.095015,8.21,0.94,0.82,credit_card,completed,online,2026-07-06T09:25:46.244077
1815,1394,2025-03-29T20:37:19.799133,248.84,29.54,24.88,credit_card,completed,phone,2026-07-06T09:25:46.244114
1816,1339,2025-09-07T05:38:13.692982,44.44,6.23,4.44,credit_card,completed,in_store,2026-07-06T09:25:46.244149
1817,601,2026-01-24T23:27:06.113537,123.75,8.1,12.38,debit_card,completed,mobile,2026-07-06T09:25:46.244183
1818,847,2025-09-05T04:12:31.976085,239.51,25.0,23.95,debit_card,completed,phone,2026-07-06T09:25:46.244218
1819,572,2025-03-07T03:10:57.649129,63.38,7.54,6.34,bank_transfer,completed,phone,2026-07-06T09:25:46.244252
1820,1279,2026-01-27T12:04:00.139368,271.49,4.78,27.15,debit_card,cancelled,mobile,2026-07-06T09:25:46.244285
1821,170,2024-12-03T00:32:46.907310,245.04,39.74,24.5,debit_card,refunded,online,2026-07-06T09:25:46.244428
1822,315,2025-01-12T12:15:09.773352,5.43,0.36,0.54,paypal,completed,phone,2026-07-06T09:25:46.244471
1823,960,2025-01-12T19:50:30.384749,37.61,1.38,3.76,paypal,completed,in_store,2026-07-06T09:25:46.244507
1824,1805,2024-11-25T02:49:01.679946,86.4,9.06,8.64,debit_card,completed,mobile,2026-07-06T09:25:46.244543
1825,1766,2025-03-15T17:22:23.787658,81.88,0.99,8.19,paypal,cancelled,phone,2026-07-06T09:25:46.244578
1826,397,2025-10-12T14:23:07.444224,5.95,0.51,0.6,debit_card,cancelled,in_store,2026-07-06T09:25:46.244612
1827,1031,2025-05-10T23:52:18.028579,332.46,61.9,33.25,debit_card,completed,mobile,2026-07-06T09:25:46.244656
1828,1887,2024-12-02T07:24:44.586787,57.39,2.62,5.74,paypal,completed,mobile,2026-07-06T09:25:46.244738
1829,109,2025-03-24T19:23:41.502711,116.54,7.71,11.65,bank_transfer,completed,in_store,2026-07-06T09:25:46.244775
1830,920,2026-03-30T22:29:23.558890,182.96,14.4,18.3,paypal,completed,in_store,2026-07-06T09:25:46.244811
1831,1157,2025-11-25T14:08:40.453519,486.33,15.51,48.63,debit_card,completed,online,2026-07-06T09:25:46.244846
1832,683,2025-01-18T02:22:36.223073,135.23,14.63,13.52,paypal,completed,phone,2026-07-06T09:25:46.244961
1833,57,2025-11-23T22:09:35.552918,148.71,9.2,14.87,credit_card,completed,online,2026-07-06T09:25:46.245006
1834,948,2024-12-30T05:33:05.111471,452.52,90.21,45.25,bank_transfer,completed,online,2026-07-06T09:25:46.245044
1835,1443,2025-08-04T19:39:36.848099,23.03,3.71,2.3,bank_transfer,completed,online,2026-07-06T09:25:46.245080
1836,1299,2025-06-16T20:00:14.216562,174.11,6.17,17.41,credit_card,completed,in_store,2026-07-06T09:25:46.245114
1837,1884,2025-12-04T04:02:10.151878,377.7,23.8,37.77,paypal,completed,online,2026-07-06T09:25:46.245148
1838,1829,2025-07-04T16:49:20.032908,172.13,34.36,17.21,credit_card,completed,mobile,2026-07-06T09:25:46.245182
1839,1626,2024-07-07T21:34:04.785191,86.37,5.42,8.64,paypal,completed,online,2026-07-06T09:25:46.245235
1840,1556,2025-08-19T19:55:51.394993,1.59,0.27,0.16,credit_card,completed,online,2026-07-06T09:25:46.245272
1841,1906,2024-09-08T14:37:36.684080,61.71,10.65,6.17,debit_card,refunded,in_store,2026-07-06T09:25:46.245308
1842,1406,2026-01-29T05:07:08.978268,509.94,66.77,50.99,paypal,completed,in_store,2026-07-06T09:25:46.245342
1843,1958,2025-11-20T20:37:00.246027,4.88,0.28,0.49,bank_transfer,completed,phone,2026-07-06T09:25:46.245376
1844,950,2025-12-02T21:40:21.971274,182.7,30.86,18.27,credit_card,refunded,in_store,2026-07-06T09:25:46.245470
1845,1365,2024-09-07T18:16:27.713923,154.89,28.3,15.49,credit_card,completed,phone,2026-07-06T09:25:46.245617
1846,443,2025-12-14T11:38:38.737920,50.92,6.9,5.09,paypal,completed,online,2026-07-06T09:25:46.245671
1847,243,2024-12-23T14:08:11.425556,34.08,6.12,3.41,credit_card,completed,mobile,2026-07-06T09:25:46.245723
1848,878,2025-06-16T14:44:51.478354,416.34,73.13,41.63,credit_card,completed,in_store,2026-07-06T09:25:46.245760
1849,1284,2025-02-28T21:40:46.984134,9.99,1.08,1.0,credit_card,refunded,in_store,2026-07-06T09:25:46.245797
1850,357,2025-11-06T05:45:28.671737,318.67,39.3,31.87,paypal,completed,mobile,2026-07-06T09:25:46.245903
1851,698,2024-10-30T16:04:39.585777,360.03,49.4,36.0,debit_card,completed,phone,2026-07-06T09:25:46.245947
1852,1974,2024-11-30T11:55:15.016262,10.99,0.13,1.1,bank_transfer,completed,online,2026-07-06T09:25:46.245984
1853,878,2025-01-16T04:24:24.012275,154.98,12.33,15.5,credit_card,completed,phone,2026-07-06T09:25:46.246020
1854,91,2024-11-04T11:35:14.247813,189.41,18.09,18.94,debit_card,cancelled,in_store,2026-07-06T09:25:46.246072
1855,1823,2024-09-03T11:23:18.425355,177.82,4.46,17.78,debit_card,completed,in_store,2026-07-06T09:25:46.246116
1856,768,2026-04-28T04:07:13.617221,54.96,7.68,5.5,debit_card,completed,phone,2026-07-06T09:25:46.246151
1857,1737,2024-07-15T00:12:46.019308,101.23,7.63,10.12,debit_card,completed,online,2026-07-06T09:25:46.246185
1858,1697,2025-06-10T19:31:45.161831,36.88,4.67,3.69,credit_card,completed,mobile,2026-07-06T09:25:46.246218
1859,267,2026-01-10T22:38:29.072102,633.68,39.68,63.37,bank_transfer,completed,online,2026-07-06T09:25:46.246250
1860,1193,2024-09-15T16:59:47.590071,92.26,4.7,9.23,credit_card,completed,mobile,2026-07-06T09:25:46.246283
1861,678,2025-06-28T14:36:18.856614,37.05,1.64,3.71,credit_card,completed,online,2026-07-06T09:25:46.246320
1862,1828,2025-06-25T07:30:15.882397,127.06,16.34,12.71,bank_transfer,completed,online,2026-07-06T09:25:46.246353
1863,1566,2025-09-18T10:29:54.202431,66.05,0.07,6.61,bank_transfer,completed,mobile,2026-07-06T09:25:46.246387
1864,239,2024-12-28T05:17:11.333564,2.11,0.37,0.21,credit_card,completed,phone,2026-07-06T09:25:46.246503
1865,1900,2026-01-01T14:47:59.881897,37.26,1.01,3.73,credit_card,completed,in_store,2026-07-06T09:25:46.246545
1866,935,2025-06-25T10:11:11.150417,474.4,87.62,47.44,paypal,completed,phone,2026-07-06T09:25:46.246642
1867,382,2026-02-19T18:58:50.062536,58.57,6.63,5.86,credit_card,completed,phone,2026-07-06T09:25:46.246700
1868,473,2025-10-20T17:11:18.946425,56.03,4.43,5.6,debit_card,completed,mobile,2026-07-06T09:25:46.246736
1869,290,2026-03-12T17:49:51.586919,239.43,42.37,23.94,bank_transfer,completed,mobile,2026-07-06T09:25:46.246771
1870,949,2025-12-17T06:12:46.292619,12.14,1.12,1.21,credit_card,completed,mobile,2026-07-06T09:25:46.246816
1871,187,2024-11-23T03:38:39.793682,0.16,0.01,0.02,paypal,completed,mobile,2026-07-06T09:25:46.246852
1872,371,2026-05-29T01:11:27.274644,187.6,20.66,18.76,debit_card,completed,mobile,2026-07-06T09:25:46.246948
1873,1486,2024-11-09T01:12:00.470965,15.63,2.49,1.56,debit_card,completed,online,2026-07-06T09:25:46.247000
1874,1481,2024-08-11T19:27:23.336891,110.8,20.16,11.08,credit_card,completed,online,2026-07-06T09:25:46.247038
1875,1031,2025-07-11T14:59:05.966296,85.3,13.18,8.53,bank_transfer,completed,in_store,2026-07-06T09:25:46.247073
1876,1496,2024-10-17T10:23:11.153310,60.59,6.67,6.06,paypal,completed,phone,2026-07-06T09:25:46.247107
1877,1442,2026-04-09T03:26:45.930645,175.81,16.54,17.58,credit_card,completed,online,2026-07-06T09:25:46.247141
1878,1584,2025-02-13T21:10:39.743299,185.08,27.78,18.51,paypal,refunded,phone,2026-07-06T09:25:46.247179
1879,1237,2025-07-20T01:48:24.529604,114.85,18.57,11.48,debit_card,completed,phone,2026-07-06T09:25:46.247214
1880,1861,2025-10-30T03:49:55.328478,140.73,4.35,14.07,bank_transfer,completed,in_store,2026-07-06T09:25:46.247344
1881,1775,2025-12-11T03:52:59.559138,60.45,10.66,6.05,credit_card,completed,mobile,2026-07-06T09:25:46.247387
1882,333,2026-03-27T05:45:21.696918,27.61,4.16,2.76,credit_card,completed,mobile,2026-07-06T09:25:46.247423
